uid,x,y
6392,111,93
6393,182,23
6394,113,32
6395,173,93
6396,183,59
6397,65,17
6398,170,132
6399,96,77
6400,83,28
6401,149,121
6402,129,79
6403,149,25
6404,148,82
6405,138,48
6406,82,67
6407,164,77
6408,136,45
6409,99,73
6410,78,125
6411,159,86
6412,43,169
6413,190,109
6414,132,77
6415,93,131
6416,83,113
6417,127,49
6418,89,119
6419,129,58
6420,193,125
6421,77,116
6422,2,45
6423,160,23
6424,160,78
6425,69,102
6426,118,84
6427,131,56
6428,147,19
6429,68,147
6430,171,90
6431,100,115
6432,64,158
6433,113,114
6434,115,96
6435,152,76
6436,44,190
6437,111,87
6438,157,108
6439,116,37
6440,187,121
6441,134,73
6442,163,70
6443,136,70
6444,75,116
6445,184,107
6446,160,59
6447,123,46
6448,141,74
6449,125,84
6450,113,38
6451,129,64
6452,91,106
6453,197,10
6454,170,122
6455,104,23
6456,160,112
6457,57,168
6458,57,162
6459,182,89
6460,82,92
6461,66,181
6462,144,75
6463,73,86
6464,186,42
6465,132,82
6466,30,165
6467,172,87
6468,170,91
6469,160,51
6470,110,34
6471,106,115
6472,117,51
6473,161,58
6474,68,102
6475,107,38
6476,119,99
6477,145,76
6478,111,132
6479,107,75
6480,103,2
6481,158,18
6482,93,24
6483,151,75
6484,155,113
6485,91,123
6486,143,92
6487,146,117
6488,135,103
6489,79,83
6490,161,61
6491,116,65
6492,140,68
6493,121,87
6494,169,23
6495,142,49
6496,123,63
6497,144,68
6498,105,137
6499,99,146
6500,122,106
6501,88,134
6502,129,77
6503,133,50
6504,46,180
6505,161,62
6506,162,57
6507,5,34
6508,178,117
6509,180,54
6510,77,123
6511,122,79
6512,185,31
6513,114,20
6514,102,34
6515,119,98
6516,100,103
6517,71,186
6518,92,26
6519,145,75
6520,110,117
6521,131,81
6522,77,26
6523,101,108
6524,147,89
6525,124,96
6526,143,3
6527,153,103
6528,74,111
6529,157,47
6530,142,40
6531,198,77
6532,121,104
6533,198,96
6534,138,94
6535,13,7
6536,192,109
6537,112,92
6538,47,169
6539,141,68
6540,113,125
6541,126,123
6542,144,80
6543,66,150
6544,139,113
6545,130,3
6546,19,8
6547,92,135
6548,26,3
6549,10,17
6550,40,154
6551,97,100
6552,138,91
6553,69,136
6554,150,77
6555,125,81
6556,146,106
6557,171,15
6558,121,95
6559,163,71
6560,146,115
6561,133,87
6562,143,74
6563,137,78
6564,74,83
6565,184,113
6566,146,84
6567,148,78
6568,159,32
6569,146,116
6570,146,57
6571,62,139
6572,96,25
6573,51,181
6574,106,127
6575,179,45
6576,148,84
6577,196,59
6578,176,59
6579,99,126
6580,64,141
6581,185,128
6582,173,30
6583,194,31
6584,52,183
6585,55,81
6586,187,48
6587,156,27
6588,176,91
6589,129,13
6590,144,165
6591,98,105
6592,163,64
6593,107,8
6594,101,17
6595,77,112
6596,151,102
6597,177,114
6598,138,98
6599,89,115
6600,179,14
6601,108,124
6602,128,59
6603,128,14
6604,193,78
6605,110,100
6606,135,63
6607,150,75
6608,131,45
6609,188,101
6610,91,142
6611,99,106
6612,79,151
6613,167,78
6614,130,59
6615,176,47
6616,145,140
6617,156,88
6618,154,50
6619,154,27
6620,127,61
6621,130,63
6622,150,77
6623,130,88
6624,150,101
6625,152,65
6626,140,44
6627,85,140
6628,93,138
6629,89,134
6630,112,98
6631,192,184
6632,135,80
6633,119,98
6634,98,74
6635,150,75
6636,96,81
6637,100,23
6638,110,93
6639,118,85
6640,153,14
6641,153,71
6642,161,60
6643,169,123
6644,160,133
6645,184,52
6646,148,91
6647,60,112
6648,160,65
6649,165,70
6650,143,47
6651,118,131
6652,84,89
6653,190,50
6654,101,120
6655,99,128
6656,124,106
6657,193,104
6658,30,116
6659,96,123
6660,138,68
6661,145,78
6662,15,31
6663,194,186
6664,174,124
6665,110,78
6666,44,1
6667,117,128
6668,82,113
6669,190,107
6670,151,57
6671,185,107
6672,125,5
6673,93,123
6674,154,103
6675,56,184
6676,104,3
6677,99,132
6678,159,109
6679,16,7
6680,45,199
6681,30,164
6682,112,101
6683,97,116
6684,85,140
6685,118,90
6686,129,79
6687,137,73
6688,99,83
6689,102,89
6690,71,113
6691,140,64
6692,68,180
6693,143,88
6694,180,67
6695,80,25
6696,114,92
6697,136,82
6698,130,90
6699,148,83
6700,80,101
6701,122,46
6702,147,34
6703,140,80
6704,143,117
6705,183,90
6706,88,135
6707,143,93
6708,131,80
6709,124,76
6710,174,67
6711,189,92
6712,182,74
6713,63,168
6714,62,171
6715,132,123
6716,123,132
6717,166,51
6718,90,89
6719,118,67
6720,152,21
6721,197,113
6722,112,34
6723,176,11
6724,111,136
6725,135,103
6726,176,12
6727,138,83
6728,121,70
6729,103,96
6730,163,106
6731,169,84
6732,95,83
6733,43,173
6734,102,6
6735,154,71
6736,163,96
6737,80,15
6738,100,7
6739,113,67
6740,190,99
6741,166,57
6742,150,63
6743,84,118
6744,134,64
6745,190,103
6746,131,86
6747,197,47
6748,119,86
6749,90,104
6750,116,97
6751,171,26
6752,128,103
6753,136,88
6754,200,81
6755,191,18
6756,127,17
6757,100,26
6758,161,98
6759,135,77
6760,183,112
6761,186,123
6762,111,112
6763,51,177
6764,159,69
6765,150,52
6766,104,117
6767,97,27
6768,121,1
6769,78,153
6770,122,72
6771,125,62
6772,120,77
6773,108,117
6774,111,23
6775,121,1
6776,136,55
6777,192,104
6778,144,91
6779,158,70
6780,183,82
6781,102,114
6782,99,84
6783,115,27
6784,163,93
6785,95,138
6786,174,25
6787,35,1
6788,167,124
6789,114,39
6790,110,100
6791,64,170
6792,184,64
6793,111,99
6794,75,6
6795,92,67
6796,161,62
6797,100,30
6798,137,75
6799,41,157
6800,92,102
6801,127,9
6802,103,106
6803,111,136
6804,171,67
6805,199,79
6806,168,61
6807,59,171
6808,70,9
6809,113,65
6810,140,101
6811,172,19
6812,124,50
6813,76,198
6814,130,88
6815,160,62
6816,112,106
6817,183,52
6818,126,65
6819,141,55
6820,127,68
6821,144,56
6822,108,82
6823,41,177
6824,97,101
6825,129,62
6826,122,119
6827,77,101
6828,186,81
6829,143,113
6830,123,64
6831,65,172
6832,144,26
6833,140,100
6834,168,74
6835,88,8
6836,166,85
6837,186,63
6838,174,5
6839,120,50
6840,101,80
6841,101,100
6842,155,107
6843,184,47
6844,179,113
6845,89,119
6846,139,81
6847,158,78
6848,196,35
6849,135,82
6850,113,126
6851,172,20
6852,176,36
6853,55,174
6854,106,131
6855,5,38
6856,149,75
6857,48,1
6858,152,62
6859,99,127
6860,116,86
6861,123,71
6862,126,71
6863,166,67
6864,102,106
6865,86,118
6866,99,113
6867,165,69
6868,182,50
6869,180,59
6870,146,126
6871,142,83
6872,84,92
6873,44,163
6874,117,67
6875,135,76
6876,128,80
6877,74,116
6878,146,82
6879,174,79
6880,105,82
6881,149,93
6882,110,89
6883,85,94
6884,101,130
6885,128,76
6886,79,17
6887,72,80
6888,136,80
6889,191,112
6890,159,107
6891,140,103
6892,167,122
6893,132,56
6894,151,100
6895,126,75
6896,96,112
6897,109,84
6898,76,192
6899,117,128
6900,96,86
6901,142,90
6902,139,94
6903,94,24
6904,155,97
6905,160,87
6906,129,93
6907,131,67
6908,152,88
6909,91,137
6910,113,105
6911,102,31
6912,154,80
6913,40,190
6914,165,33
6915,174,17
6916,122,88
6917,126,98
6918,113,129
6919,124,77
6920,121,81
6921,153,55
6922,78,120
6923,135,176
6924,158,108
6925,59,127
6926,97,74
6927,77,99
6928,191,184
6929,137,107
6930,63,106
6931,180,81
6932,121,72
6933,98,19
6934,127,93
6935,121,93
6936,171,36
6937,42,89
6938,141,100
6939,70,148
6940,193,51
6941,40,179
6942,158,85
6943,91,103
6944,125,128
6945,44,1
6946,4,34
6947,95,67
6948,88,99
6949,151,92
6950,113,126
6951,158,85
6952,134,82
6953,165,42
6954,159,60
6955,119,134
6956,124,78
6957,197,9
6958,152,58
6959,127,62
6960,146,113
6961,83,98
6962,71,10
6963,118,127
6964,144,63
6965,163,126
6966,55,182
6967,120,100
6968,139,113
6969,131,43
6970,189,62
6971,191,36
6972,151,57
6973,39,1
6974,147,117
6975,185,52
6976,139,70
6977,145,77
6978,168,39
6979,159,31
6980,185,23
6981,103,4
6982,79,121
6983,69,18
6984,136,74
6985,116,7
6986,80,199
6987,48,87
6988,72,108
6989,133,89
6990,65,105
6991,138,101
6992,151,70
6993,43,159
6994,124,66
6995,172,39
6996,65,109
6997,110,78
6998,114,84
6999,177,118
7000,129,14
7001,196,109
7002,50,176
7003,111,136
7004,146,112
7005,102,126
7006,141,94
7007,170,74
7008,85,100
7009,183,90
7010,155,72
7011,136,77
7012,87,137
7013,112,62
7014,140,94
7015,160,58
7016,138,103
7017,91,72
7018,145,78
7019,175,88
7020,167,45
7021,155,31
7022,142,102
7023,130,92
7024,121,80
7025,35,6
7026,95,135
7027,108,76
7028,112,114
7029,82,126
7030,102,25
7031,185,107
7032,107,126
7033,164,138
7034,144,109
7035,144,20
7036,135,104
7037,183,69
7038,158,63
7039,111,82
7040,102,76
7041,72,6
7042,102,101
7043,132,75
7044,139,59
7045,77,113
7046,170,123
7047,126,19
7048,80,130
7049,140,100
7050,120,92
7051,123,66
7052,166,128
7053,55,182
7054,162,63
7055,48,88
7056,109,39
7057,66,176
7058,120,113
7059,154,61
7060,118,88
7061,140,119
7062,113,130
7063,113,82
7064,140,181
7065,140,102
7066,69,133
7067,176,89
7068,167,129
7069,146,74
7070,105,135
7071,126,71
7072,68,15
7073,152,93
7074,166,69
7075,112,30
7076,182,71
7077,135,46
7078,61,137
7079,90,16
7080,163,123
7081,127,89
7082,144,83
7083,76,11
7084,194,14
7085,65,101
7086,57,112
7087,39,165
7088,135,105
7089,160,87
7090,102,111
7091,130,63
7092,91,20
7093,136,45
7094,67,102
7095,130,74
7096,72,94
7097,166,43
7098,181,71
7099,141,92
7100,149,15
7101,103,80
7102,96,123
7103,175,41
7104,182,73
7105,133,98
7106,63,139
7107,7,22
7108,98,25
7109,132,81
7110,86,137
7111,136,82
7112,154,107
7113,77,124
7114,179,113
7115,126,66
7116,21,13
7117,169,119
7118,41,167
7119,143,74
7120,157,81
7121,176,52
7122,147,38
7123,122,105
7124,68,14
7125,62,166
7126,84,66
7127,154,70
7128,160,66
7129,108,124
7130,141,95
7131,91,118
7132,112,19
7133,89,136
7134,119,72
7135,115,111
7136,87,19
7137,128,80
7138,131,104
7139,118,115
7140,149,63
7141,176,120
7142,158,64
7143,107,107
7144,196,57
7145,160,93
7146,151,70
7147,171,66
7148,177,60
7149,108,83
7150,107,99
7151,79,196
7152,194,45
7153,79,87
7154,125,85
7155,138,78
7156,109,47
7157,112,62
7158,163,50
7159,165,46
7160,86,84
7161,66,107
7162,107,83
7163,36,175
7164,132,105
7165,81,133
7166,151,65
7167,124,45
7168,44,197
7169,139,79
7170,143,117
7171,81,67
7172,164,55
7173,177,48
7174,112,86
7175,132,92
7176,59,163
7177,144,105
7178,146,81
7179,123,59
7180,3,37
7181,160,104
7182,105,30
7183,55,187
7184,172,90
7185,140,106
7186,119,85
7187,136,87
7188,69,165
7189,166,75
7190,112,94
7191,181,51
7192,143,111
7193,152,58
7194,119,100
7195,150,107
7196,167,72
7197,69,176
7198,121,96
7199,88,90
7200,154,63
7201,48,186
7202,141,117
7203,127,57
7204,147,18
7205,47,169
7206,195,99
7207,87,71
7208,174,187
7209,144,90
7210,131,84
7211,96,104
7212,85,141
7213,162,178
7214,129,66
7215,124,44
7216,168,148
7217,125,100
7218,127,76
7219,194,21
7220,149,70
7221,155,86
7222,150,109
7223,179,59
7224,127,101
7225,69,165
7226,102,32
7227,138,26
7228,116,93
7229,41,5
7230,179,63
7231,104,96
7232,158,112
7233,110,88
7234,94,21
7235,167,36
7236,131,98
7237,123,89
7238,126,89
7239,197,114
7240,63,178
7241,185,163
7242,84,22
7243,126,136
7244,90,125
7245,93,117
7246,139,120
7247,121,79
7248,94,83
7249,172,24
7250,135,87
7251,86,127
7252,44,5
7253,64,167
7254,81,104
7255,67,110
7256,73,103
7257,159,58
7258,109,83
7259,178,52
7260,200,101
7261,133,64
7262,168,68
7263,133,70
7264,132,50
7265,124,89
7266,179,173
7267,69,164
7268,118,162
7269,145,81
7270,123,82
7271,129,130
7272,126,66
7273,10,17
7274,185,60
7275,165,44
7276,66,174
7277,180,33
7278,61,163
7279,17,28
7280,122,88
7281,184,54
7282,90,22
7283,111,97
7284,127,61
7285,100,26
7286,119,97
7287,168,153
7288,172,23
7289,174,20
7290,83,159
7291,102,126
7292,183,90
7293,118,136
7294,146,64
7295,97,100
7296,147,98
7297,169,82
7298,140,142
7299,54,177
7300,123,85
7301,108,83
7302,89,16
7303,126,96
7304,94,124
7305,145,119
7306,120,18
7307,4,34
7308,52,173
7309,120,133
7310,80,84
7311,99,28
7312,138,141
7313,160,87
7314,93,20
7315,101,127
7316,124,65
7317,172,14
7318,177,7
7319,123,76
7320,57,1
7321,177,70
7322,82,110
7323,85,90
7324,152,105
7325,156,71
7326,16,8
7327,101,85
7328,80,93
7329,167,40
7330,195,83
7331,121,93
7332,96,136
7333,136,87
7334,164,107
7335,148,69
7336,127,84
7337,116,98
7338,134,73
7339,64,173
7340,63,180
7341,96,71
7342,171,19
7343,125,54
7344,127,136
7345,113,37
7346,138,76
7347,146,120
7348,104,1
7349,164,41
7350,124,95
7351,127,75
7352,133,80
7353,141,94
7354,106,120
7355,134,52
7356,70,11
7357,151,126
7358,181,92
7359,104,107
7360,121,88
7361,134,68
7362,160,132
7363,119,100
7364,182,38
7365,88,2
7366,161,125
7367,180,120
7368,144,117
7369,170,119
7370,96,76
7371,181,36
7372,60,73
7373,120,73
7374,98,18
7375,41,4
7376,77,18
7377,132,55
7378,169,66
7379,183,75
7380,150,115
7381,180,194
7382,114,132
7383,114,128
7384,66,83
7385,158,85
7386,72,16
7387,138,106
7388,142,85
7389,116,126
7390,68,170
7391,152,82
7392,74,82
7393,74,95
7394,78,125
7395,199,78
7396,173,84
7397,141,91
7398,129,56
7399,125,79
7400,116,64
7401,157,48
7402,79,127
7403,91,134
7404,92,102
7405,99,131
7406,143,69
7407,193,28
7408,144,112
7409,195,23
7410,127,80
7411,169,46
7412,196,96
7413,125,127
7414,132,104
7415,157,89
7416,141,75
7417,151,56
7418,82,89
7419,181,46
7420,95,17
7421,180,82
7422,184,52
7423,128,80
7424,121,34
7425,197,16
7426,127,76
7427,46,186
7428,129,70
7429,176,34
7430,99,144
7431,85,144
7432,146,103
7433,110,131
7434,122,112
7435,138,47
7436,107,26
7437,72,19
7438,66,181
7439,175,53
7440,133,46
7441,98,126
7442,131,73
7443,149,86
7444,135,115
7445,119,96
7446,131,60
7447,121,67
7448,110,104
7449,130,78
7450,196,89
7451,62,168
7452,172,50
7453,163,84
7454,146,95
7455,103,76
7456,76,99
7457,162,84
7458,97,6
7459,177,6
7460,130,81
7461,133,99
7462,132,75
7463,157,78
7464,117,98
7465,38,1
7466,135,56
7467,95,26
7468,29,121
7469,170,67
7470,132,92
7471,158,51
7472,104,90
7473,123,82
7474,78,121
7475,192,55
7476,132,105
7477,84,16
7478,73,24
7479,178,44
7480,181,37
7481,121,92
7482,92,13
7483,111,78
7484,166,60
7485,121,76
7486,165,138
7487,32,174
7488,89,84
7489,95,134
7490,118,95
7491,77,124
7492,94,120
7493,185,95
7494,167,72
7495,116,100
7496,152,75
7497,91,132
7498,154,53
7499,93,129
7500,136,45
7501,44,91
7502,84,27
7503,132,81
7504,62,119
7505,173,33
7506,183,162
7507,144,125
7508,135,88
7509,127,40
7510,76,85
7511,165,61
7512,78,68
7513,88,107
7514,72,18
7515,175,133
7516,119,107
7517,102,104
7518,116,125
7519,58,175
7520,66,190
7521,93,127
7522,145,38
7523,137,108
7524,162,43
7525,185,15
7526,118,66
7527,108,15
7528,147,40
7529,176,42
7530,8,26
7531,181,43
7532,141,51
7533,135,60
7534,75,114
7535,115,38
7536,113,97
7537,99,116
7538,78,195
7539,134,44
7540,68,136
7541,141,110
7542,127,80
7543,102,110
7544,75,9
7545,114,131
7546,163,123
7547,90,18
7548,121,92
7549,86,101
7550,145,47
7551,193,74
7552,117,130
7553,121,86
7554,190,96
7555,62,138
7556,137,82
7557,181,104
7558,138,101
7559,162,64
7560,77,98
7561,163,65
7562,192,73
7563,81,154
7564,10,9
7565,128,8
7566,95,75
7567,162,40
7568,196,189
7569,139,43
7570,153,94
7571,44,1
7572,64,180
7573,93,134
7574,143,112
7575,60,113
7576,85,133
7577,155,60
7578,182,63
7579,114,27
7580,25,5
7581,180,84
7582,176,87
7583,121,41
7584,94,73
7585,122,136
7586,73,96
7587,94,132
7588,198,57
7589,46,158
7590,93,83
7591,80,71
7592,70,119
7593,144,77
7594,133,74
7595,129,136
7596,127,86
7597,98,19
7598,164,60
7599,176,55
7600,20,10
7601,162,62
7602,169,71
7603,91,107
7604,155,65
7605,131,62
7606,143,68
7607,138,86
7608,110,30
7609,165,58
7610,167,65
7611,85,119
7612,80,101
7613,129,81
7614,196,118
7615,123,73
7616,186,104
7617,74,82
7618,44,182
7619,88,100
7620,174,21
7621,148,105
7622,88,24
7623,41,156
7624,2,6
7625,183,55
7626,184,128
7627,120,119
7628,164,42
7629,180,75
7630,141,61
7631,69,94
7632,104,95
7633,95,14
7634,72,94
7635,74,189
7636,141,106
7637,152,72
7638,156,82
7639,45,6
7640,134,86
7641,192,98
7642,136,47
7643,97,115
7644,171,72
7645,139,82
7646,140,67
7647,92,27
7648,82,103
7649,146,140
7650,180,62
7651,115,89
7652,147,103
7653,91,137
7654,68,110
7655,108,124
7656,106,116
7657,139,101
7658,163,134
7659,164,80
7660,131,28
7661,140,81
7662,179,39
7663,144,47
7664,83,102
7665,105,81
7666,194,15
7667,77,9
7668,36,4
7669,144,105
7670,170,89
7671,93,68
7672,142,23
7673,130,105
7674,133,104
7675,198,56
7676,157,148
7677,194,40
7678,76,73
7679,72,94
7680,1,11
7681,69,164
7682,135,83
7683,145,167
7684,158,26
7685,68,178
7686,91,66
7687,181,103
7688,74,96
7689,178,45
7690,133,83
7691,70,100
7692,129,13
7693,160,99
7694,85,137
7695,123,83
7696,54,1
7697,66,176
7698,141,77
7699,70,133
7700,57,186
7701,111,29
7702,177,165
7703,103,95
7704,61,167
7705,137,65
7706,121,78
7707,147,115
7708,103,102
7709,135,77
7710,87,26
7711,68,145
7712,90,93
7713,161,96
7714,159,98
7715,165,18
7716,90,89
7717,90,94
7718,183,64
7719,128,166
7720,99,127
7721,49,179
7722,133,99
7723,125,87
7724,68,147
7725,57,169
7726,169,63
7727,116,129
7728,57,187
7729,142,120
7730,193,121
7731,96,134
7732,72,83
7733,108,129
7734,170,23
7735,107,27
7736,19,6
7737,116,90
7738,51,182
7739,163,57
7740,154,91
7741,119,71
7742,132,88
7743,95,130
7744,145,113
7745,124,58
7746,114,89
7747,147,115
7748,169,71
7749,131,65
7750,160,139
7751,170,62
7752,158,84
7753,132,82
7754,61,7
7755,164,68
7756,125,100
7757,76,82
7758,119,102
7759,111,103
7760,167,57
7761,89,101
7762,122,46
7763,122,70
7764,138,84
7765,102,3
7766,17,5
7767,185,128
7768,14,6
7769,162,84
7770,175,30
7771,119,87
7772,91,80
7773,115,26
7774,108,76
7775,50,179
7776,179,51
7777,48,178
7778,83,27
7779,156,46
7780,183,32
7781,148,94
7782,69,18
7783,181,73
7784,66,176
7785,102,111
7786,105,83
7787,110,81
7788,40,168
7789,191,182
7790,84,84
7791,147,94
7792,149,77
7793,150,44
7794,123,88
7795,120,99
7796,115,33
7797,160,79
7798,124,77
7799,143,114
7800,109,64
7801,76,128
7802,115,95
7803,85,22
7804,111,38
7805,67,114
7806,116,103
7807,126,94
7808,115,1
7809,65,180
7810,135,100
7811,148,96
7812,88,109
7813,135,76
7814,181,121
7815,96,98
7816,119,98
7817,150,102
7818,120,19
7819,182,43
7820,188,98
7821,123,76
7822,170,92
7823,67,165
7824,80,79
7825,131,114
7826,163,24
7827,66,145
7828,147,66
7829,74,87
7830,94,73
7831,140,98
7832,165,39
7833,1,46
7834,129,92
7835,80,72
7836,166,24
7837,99,110
7838,153,63
7839,186,115
7840,44,82
7841,184,47
7842,90,20
7843,185,16
7844,70,106
7845,80,28
7846,198,80
7847,133,78
7848,45,162
7849,94,9
7850,103,91
7851,84,99
7852,93,6
7853,157,114
7854,138,95
7855,161,64
7856,60,113
7857,133,50
7858,74,9
7859,148,101
7860,192,97
7861,34,1
7862,198,188
7863,155,74
7864,139,92
7865,69,96
7866,135,32
7867,156,64
7868,137,107
7869,71,21
7870,91,125
7871,99,27
7872,180,54
7873,95,124
7874,172,50
7875,105,137
7876,137,99
7877,39,1
7878,128,94
7879,68,97
7880,180,43
7881,108,32
7882,161,65
7883,133,142
7884,71,114
7885,163,56
7886,99,118
7887,138,97
7888,11,14
7889,49,74
7890,170,44
7891,105,91
7892,104,106
7893,114,86
7894,77,78
7895,143,83
7896,123,5
7897,170,21
7898,88,14
7899,117,110
7900,155,26
7901,83,157
7902,185,44
7903,180,89
7904,173,76
7905,125,75
7906,149,89
7907,122,46
7908,127,122
7909,143,114
7910,174,153
7911,144,35
7912,81,129
7913,192,42
7914,183,19
7915,103,27
7916,145,75
7917,107,89
7918,134,68
7919,138,76
7920,35,6
7921,170,65
7922,173,76
7923,123,65
7924,146,94
7925,161,96
7926,79,70
7927,140,119
7928,161,52
7929,119,116
7930,190,102
7931,70,177
7932,160,71
7933,77,70
7934,163,57
7935,173,24
7936,111,133
7937,115,107
7938,106,110
7939,188,47
7940,180,26
7941,121,106
7942,155,75
7943,60,114
7944,186,108
7945,141,71
7946,184,60
7947,154,68
7948,179,70
7949,112,95
7950,132,75
7951,103,105
7952,110,31
7953,122,88
7954,119,110
7955,194,182
7956,173,160
7957,182,38
7958,129,68
7959,149,106
7960,175,116
7961,112,126
7962,147,95
7963,69,81
7964,149,69
7965,99,129
7966,84,131
7967,172,12
7968,191,70
7969,116,140
7970,136,51
7971,115,90
7972,88,137
7973,195,125
7974,148,80
7975,97,115
7976,132,88
7977,111,115
7978,63,179
7979,155,196
7980,119,83
7981,98,94
7982,109,46
7983,125,137
7984,137,44
7985,107,128
7986,40,156
7987,111,31
7988,174,188
7989,183,30
7990,181,83
7991,105,74
7992,150,80
7993,99,7
7994,118,67
7995,159,70
7996,188,71
7997,110,95
7998,79,112
7999,187,31
8000,148,88
8001,89,15
8002,157,53
8003,147,84
8004,114,129
8005,144,66
8006,130,57
8007,122,61
8008,63,136
8009,128,57
8010,105,115
8011,127,98
8012,119,77
8013,85,67
8014,159,67
8015,91,19
8016,55,178
8017,82,67
8018,64,151
8019,126,105
8020,66,114
8021,144,99
8022,137,44
8023,184,39
8024,127,84
8025,193,44
8026,44,164
8027,199,60
8028,68,187
8029,185,119
8030,124,85
8031,175,25
8032,76,84
8033,110,69
8034,34,3
8035,127,102
8036,76,113
8037,180,35
8038,135,81
8039,132,99
8040,166,22
8041,52,1
8042,162,59
8043,171,87
8044,102,101
8045,172,120
8046,162,81
8047,113,45
8048,104,95
8049,117,28
8050,122,86
8051,112,44
8052,115,141
8053,94,105
8054,134,83
8055,43,182
8056,76,14
8057,151,91
8058,181,40
8059,76,16
8060,140,87
8061,173,25
8062,134,99
8063,113,36
8064,99,26
8065,127,83
8066,122,102
8067,124,66
8068,94,26
8069,194,37
8070,143,42
8071,45,5
8072,196,40
8073,155,52
8074,167,71
8075,120,85
8076,180,40
8077,185,82
8078,137,100
8079,72,1
8080,86,8
8081,75,100
8082,187,128
8083,84,157
8084,46,82
8085,136,97
8086,108,32
8087,106,64
8088,133,66
8089,161,59
8090,128,78
8091,157,34
8092,188,61
8093,135,88
8094,106,74
8095,76,10
8096,172,83
8097,160,61
8098,85,137
8099,100,20
8100,74,9
8101,83,67
8102,133,80
8103,78,90
8104,107,66
8105,100,102
8106,118,28
8107,127,63
8108,169,25
8109,81,101
8110,182,53
8111,87,15
8112,110,114
8113,176,10
8114,153,89
8115,132,137
8116,167,52
8117,120,93
8118,96,71
8119,155,18
8120,139,88
8121,91,20
8122,193,44
8123,169,69
8124,169,22
8125,132,71
8126,152,59
8127,80,108
8128,185,51
8129,91,135
8130,145,68
8131,100,134
8132,106,108
8133,126,70
8134,55,183
8135,124,120
8136,191,186
8137,114,51
8138,84,110
8139,86,136
8140,180,47
8141,155,92
8142,159,80
8143,176,8
8144,125,58
8145,88,130
8146,80,88
8147,56,171
8148,127,71
8149,153,143
8150,176,22
8151,182,49
8152,144,69
8153,118,72
8154,154,19
8155,88,15
8156,197,84
8157,181,77
8158,93,119
8159,98,82
8160,145,30
8161,172,25
8162,104,117
8163,172,24
8164,108,100
8165,139,76
8166,135,88
8167,193,187
8168,182,51
8169,128,106
8170,152,99
8171,184,73
8172,107,109
8173,88,144
8174,145,112
8175,163,93
8176,60,114
8177,174,6
8178,127,73
8179,146,121
8180,161,82
8181,186,69
8182,132,103
8183,102,109
8184,121,107
8185,127,86
8186,55,7
8187,74,8
8188,5,34
8189,128,93
8190,107,145
8191,122,86
8192,184,52
8193,162,53
8194,138,83
8195,169,136
8196,121,116
8197,87,20
8198,165,44
8199,138,106
8200,174,27
8201,119,124
8202,142,87
8203,166,85
8204,77,86
8205,113,122
8206,105,74
8207,138,69
8208,103,90
8209,44,159
8210,186,76
8211,132,74
8212,89,131
8213,109,40
8214,166,128
8215,168,33
8216,191,18
8217,119,94
8218,190,36
8219,79,86
8220,61,137
8221,161,87
8222,110,77
8223,174,148
8224,99,117
8225,165,57
8226,135,77
8227,127,74
8228,80,144
8229,72,7
8230,141,70
8231,156,93
8232,145,79
8233,74,120
8234,38,182
8235,121,67
8236,50,178
8237,138,70
8238,130,87
8239,123,44
8240,109,83
8241,124,128
8242,132,61
8243,124,85
8244,142,102
8245,123,44
8246,196,115
8247,150,29
8248,71,19
8249,166,78
8250,135,67
8251,92,116
8252,51,171
8253,174,28
8254,99,104
8255,102,120
8256,118,117
8257,60,113
8258,149,65
8259,87,86
8260,124,96
8261,126,78
8262,68,18
8263,2,33
8264,168,88
8265,181,111
8266,37,1
8267,152,43
8268,64,170
8269,128,132
8270,101,23
8271,61,174
8272,111,131
8273,105,20
8274,197,113
8275,144,46
8276,117,36
8277,146,91
8278,180,104
8279,103,117
8280,81,132
8281,158,51
8282,177,187
8283,115,97
8284,44,200
8285,174,84
8286,31,117
8287,183,91
8288,127,57
8289,164,128
8290,184,63
8291,139,145
8292,76,81
8293,113,118
8294,98,94
8295,117,91
8296,166,83
8297,185,82
8298,121,21
8299,53,172
8300,111,78
8301,77,82
8302,117,100
8303,127,73
8304,173,126
8305,114,125
8306,103,120
8307,39,1
8308,174,51
8309,171,58
8310,50,175
8311,126,43
8312,142,146
8313,16,7
8314,192,42
8315,52,5
8316,191,40
8317,128,69
8318,192,81
8319,119,74
8320,106,42
8321,55,174
8322,161,100
8323,19,109
8324,141,79
8325,141,84
8326,159,81
8327,80,72
8328,161,95
8329,85,140
8330,144,56
8331,158,66
8332,174,151
8333,178,51
8334,116,28
8335,49,3
8336,131,106
8337,128,85
8338,169,82
8339,72,109
8340,173,30
8341,164,84
8342,91,139
8343,173,31
8344,192,55
8345,181,68
8346,53,177
8347,166,127
8348,97,109
8349,177,32
8350,166,43
8351,19,7
8352,152,86
8353,198,159
8354,192,70
8355,93,83
8356,186,104
8357,162,48
8358,6,34
8359,182,51
8360,129,64
8361,139,112
8362,178,44
8363,161,51
8364,113,95
8365,168,74
8366,65,175
8367,76,26
8368,167,45
8369,113,75
8370,180,68
8371,171,180
8372,97,133
8373,114,113
8374,113,118
8375,159,60
8376,119,76
8377,111,53
8378,61,188
8379,99,19
8380,114,92
8381,151,103
8382,83,12
8383,93,28
8384,163,59
8385,111,90
8386,139,51
8387,149,82
8388,152,78
8389,146,119
8390,102,119
