uid,count
24725,632
24726,1413
24727,1340
24728,864
24729,1089
24730,932
24731,960
24732,1081
24733,1650
24734,1101
24735,836
24736,861
24737,1223
24738,721
24739,1428
24740,1211
24741,817
24742,800
24743,1615
24744,974
24745,721
24746,1086
24747,1260
24748,646
24749,1046
24750,1288
24751,606
24752,1806
24753,2261
24754,1183
24755,1406
24756,1489
24757,1467
24758,699
24759,820
24760,1903
24761,1064
24762,853
24763,1184
24764,1259
24765,1265
24766,1383
24767,1841
24768,820
24769,1287
24770,931
24771,1778
24772,931
24773,1193
24774,756
24775,702
24776,1596
24777,792
24778,1386
24779,890
24780,955
24781,829
24782,1077
24783,902
24784,902
24785,1348
24786,641
24787,1421
24788,813
24789,1919
24790,1468
24791,1218
24792,1627
24793,938
24794,1232
24795,1023
24796,1530
24797,835
24798,1977
24799,823
24800,812
24801,1037
24802,909
24803,1588
24804,1008
24805,879
24806,1156
24807,1499
24808,867
24809,871
24810,726
24811,1962
24812,1691
24813,1207
24814,903
24815,800
24816,2210
24817,1078
24818,1109
24819,955
24820,1009
24821,1506
24822,1811
24823,797
24824,958
24825,1951
24826,1856
24827,803
24828,1065
24829,626
24830,780
24831,1039
24832,930
24833,1300
24834,660
24835,687
24836,827
24837,879
24838,2057
24839,844
24840,894
24841,1197
24842,957
24843,851
24844,962
24845,1369
24846,694
24847,642
24848,1073
24849,1284
24850,1598
24851,1066
24852,723
24853,853
24854,1013
24855,807
24856,1240
24857,1328
24858,1214
24859,906
24860,2136
24861,770
24862,778
24863,1450
24864,896
24865,1928
24866,956
24867,1009
24868,860
24869,969
24870,1442
24871,1089
24872,1289
24873,2106
24874,788
24875,1248
24876,2167
24877,1778
24878,835
24879,788
24880,1046
24881,1152
24882,1323
24883,888
24884,780
24885,1284
24886,1505
24887,1149
24888,1047
24889,2116
24890,1000
24891,939
24892,1297
24893,1257
24894,833
24895,896
24896,2159
24897,1007
24898,1087
24899,1560
24900,1330
24901,1024
24902,1348
24903,626
24904,1152
24905,1049
24906,772
24907,1079
24908,840
24909,1758
24910,2314
24911,1214
24912,615
24913,1033
24914,950
24915,823
24916,934
24917,1296
24918,1017
24919,1006
24920,1455
24921,694
24922,1236
24923,1123
24924,1122
24925,1112
24926,812
24927,1447
24928,1300
24929,747
24930,953
24931,1179
24932,799
24933,678
24934,916
24935,876
24936,1794
24937,2922
24938,906
24939,1163
24940,856
24941,749
24942,1090
24943,975
24944,1258
24945,2006
24946,1058
24947,1474
24948,761
24949,1073
24950,1529
24951,969
24952,1011
24953,1089
24954,968
24955,841
24956,959
24957,1033
24958,798
24959,1718
24960,1191
24961,1308
24962,1051
24963,1421
24964,1097
24965,1551
24966,1125
24967,1718
24968,1032
24969,758
24970,948
24971,1602
24972,1150
24973,1126
24974,658
24975,2208
24976,1158
24977,1110
24978,2827
24979,865
24980,1253
24981,1463
24982,1067
24983,909
24984,678
24985,1438
24986,1200
24987,1564
24988,835
24989,1127
24990,671
24991,1559
24992,760
24993,1165
24994,931
24995,1064
24996,1209
24997,972
24998,916
24999,1096
25000,981
25001,1034
25002,1556
25003,963
25004,859
25005,929
25006,1519
25007,675
25008,1260
25009,1126
25010,1577
25011,856
25012,1245
25013,803
25014,1198
25015,1179
25016,770
25017,2142
25018,1058
25019,1609
25020,1480
25021,1302
25022,1784
25023,1658
25024,994
25025,1242
25026,2455
25027,1685
25028,1024
25029,903
25030,2183
25031,862
25032,1038
25033,1000
25034,1384
25035,2013
25036,964
25037,1023
25038,938
25039,813
25040,736
25041,1554
25042,1003
25043,1308
25044,990
25045,839
25046,1753
25047,1256
25048,1067
25049,1311
25050,681
25051,1483
25052,1126
25053,982
25054,1101
25055,1093
25056,1476
25057,894
25058,691
25059,983
25060,739
25061,968
25062,1182
25063,1269
25064,1102
25065,1366
25066,659
25067,1144
25068,1233
25069,927
25070,968
25071,1425
25072,735
25073,682
25074,1174
25075,1243
25076,1186
25077,817
25078,1018
25079,1072
25080,1292
25081,932
25082,908
25083,1369
25084,1669
25085,1192
25086,855
25087,1500
25088,747
25089,1162
25090,800
25091,734
25092,863
25093,1187
25094,1760
25095,2647
25096,1079
25097,1274
25098,1217
25099,996
25100,1634
25101,871
25102,1406
25103,664
25104,1587
25105,784
25106,1248
25107,800
25108,1071
25109,795
25110,1157
25111,1091
25112,1317
25113,2033
25114,991
25115,1347
25116,1103
25117,916
25118,1203
25119,878
25120,934
25121,1034
25122,867
25123,759
25124,898
25125,1077
25126,1105
25127,1053
25128,938
25129,960
25130,1169
25131,681
25132,667
25133,1751
25134,931
25135,924
25136,1464
25137,962
25138,856
25139,1019
25140,1278
25141,1153
25142,1252
25143,1307
25144,1225
25145,1402
25146,1524
25147,1243
25148,1091
25149,1576
25150,1337
25151,905
25152,888
25153,1037
25154,822
25155,1100
25156,843
25157,965
25158,751
25159,788
25160,725
25161,1587
25162,700
25163,1295
25164,1624
25165,920
25166,1374
25167,1301
25168,1179
25169,1251
25170,1197
25171,1161
25172,1353
25173,1318
25174,702
25175,1183
25176,980
25177,826
25178,973
25179,1876
25180,880
25181,1103
25182,1865
25183,938
25184,1487
25185,661
25186,929
25187,1037
25188,1606
25189,945
25190,1336
25191,1165
25192,988
25193,1337
25194,1514
25195,1049
25196,1130
25197,823
25198,2135
25199,893
25200,1221
25201,1315
25202,978
25203,863
25204,1057
25205,1423
25206,1064
25207,817
25208,1142
25209,1180
25210,795
25211,689
25212,1127
25213,749
25214,1182
25215,1142
25216,1576
25217,810
25218,682
25219,1010
25220,853
25221,1377
25222,1378
25223,1141
25224,902
25225,703
25226,992
25227,730
25228,889
25229,1022
25230,717
25231,702
25232,1660
25233,761
25234,1215
25235,752
25236,979
25237,1325
25238,1067
25239,1133
25240,1449
25241,1177
25242,1125
25243,1373
25244,719
25245,697
25246,957
25247,1976
25248,861
25249,676
25250,1020
25251,887
25252,1484
25253,946
25254,2422
25255,1562
25256,977
25257,1163
25258,1904
25259,786
25260,809
25261,1125
25262,863
25263,783
25264,959
25265,1395
25266,1321
25267,912
25268,994
25269,1257
25270,958
25271,1713
25272,805
25273,1083
25274,793
25275,1472
25276,1295
25277,867
25278,946
25279,1161
25280,648
25281,1030
25282,884
25283,1460
25284,790
25285,964
25286,924
25287,927
25288,730
25289,1303
25290,1096
25291,1358
25292,821
25293,1661
25294,970
25295,1712
25296,1473
25297,1083
25298,1122
25299,899
25300,863
25301,968
25302,1217
25303,1056
25304,2123
25305,1026
25306,1303
25307,918
25308,975
25309,1002
25310,1411
25311,1070
25312,1242
25313,1050
25314,875
25315,788
25316,2232
25317,988
25318,862
25319,986
25320,934
25321,1065
25322,1048
25323,756
25324,754
25325,649
25326,1058
25327,1030
25328,1198
25329,1280
25330,1296
25331,1239
25332,1461
25333,771
25334,1121
25335,781
25336,946
25337,793
25338,1535
25339,783
25340,964
25341,918
25342,829
25343,639
25344,1534
25345,1018
25346,1498
25347,783
25348,1311
25349,1652
25350,2073
25351,973
25352,1463
25353,942
25354,730
25355,863
25356,1064
25357,829
25358,887
25359,1173
25360,1380
25361,1147
25362,965
25363,996
25364,655
25365,1104
25366,635
25367,1565
25368,1536
25369,1399
25370,699
25371,1018
25372,784
25373,900
25374,1260
25375,812
25376,731
25377,716
25378,1120
25379,850
25380,1075
25381,1180
25382,836
25383,705
25384,869
25385,1335
25386,1209
25387,1533
25388,1126
25389,861
25390,1130
25391,1925
25392,1237
25393,974
25394,1119
25395,1205
25396,1139
25397,980
25398,951
25399,846
25400,1175
25401,1198
25402,1048
25403,1017
25404,1511
25405,741
25406,992
25407,964
25408,1510
25409,1245
25410,1767
25411,2236
25412,816
25413,843
25414,898
25415,2215
25416,2231
25417,1088
25418,675
25419,926
25420,675
25421,1148
25422,798
25423,1016
25424,1222
25425,1023
25426,2084
25427,1697
25428,1544
25429,1149
25430,765
25431,957
25432,966
25433,841
25434,1647
25435,907
25436,1625
25437,1206
25438,973
25439,1457
25440,914
25441,767
25442,1493
25443,1972
25444,979
25445,1214
25446,1205
25447,915
25448,1230
25449,684
25450,1492
25451,670
25452,1273
25453,852
25454,720
25455,1146
25456,1307
25457,929
25458,1592
25459,941
25460,700
25461,1308
25462,815
25463,1241
25464,1512
25465,679
25466,797
25467,717
25468,628
25469,1154
25470,956
25471,1164
25472,1495
25473,1198
25474,1305
25475,690
25476,777
25477,728
25478,1015
25479,813
25480,873
25481,945
25482,2315
25483,1963
25484,654
25485,1859
25486,1296
25487,1262
25488,1339
25489,977
25490,973
25491,2097
25492,1043
25493,863
25494,885
25495,830
25496,926
25497,1227
25498,1176
25499,1678
25500,1300
25501,768
25502,1232
25503,907
25504,977
25505,767
25506,842
25507,1942
25508,764
25509,1924
25510,834
25511,785
25512,883
25513,921
25514,1901
25515,1210
25516,1023
25517,837
25518,1754
25519,2122
25520,943
25521,1225
25522,1172
25523,1249
25524,1247
25525,766
25526,895
25527,1663
25528,1081
25529,1551
25530,811
25531,771
25532,703
25533,1305
25534,1392
25535,1285
25536,921
25537,701
25538,994
25539,708
25540,1337
25541,1195
25542,1320
25543,881
25544,994
25545,1189
25546,832
25547,1092
25548,954
25549,1132
25550,706
25551,988
25552,867
25553,718
25554,1049
25555,1419
25556,1117
25557,1199
25558,884
25559,930
25560,868
25561,648
25562,740
25563,1592
25564,1481
25565,996
25566,1400
25567,1086
25568,944
25569,1824
25570,703
25571,818
25572,845
25573,964
25574,671
25575,1193
25576,1373
25577,969
25578,1662
25579,629
25580,1064
25581,1395
25582,2212
25583,852
25584,1109
25585,810
25586,825
25587,1818
25588,1358
25589,1115
25590,978
25591,1227
25592,770
25593,1090
25594,1019
25595,1057
25596,959
25597,1307
25598,1051
25599,1295
25600,848
25601,1178
25602,1239
25603,1122
25604,718
25605,1607
25606,1171
25607,925
25608,1115
25609,735
25610,711
25611,1028
25612,684
25613,900
25614,1179
25615,743
25616,926
25617,779
25618,1080
25619,1382
25620,1424
25621,2054
25622,894
25623,1049
25624,842
25625,1611
25626,1203
25627,916
25628,745
25629,1157
25630,805
25631,1258
25632,1231
25633,1373
25634,931
25635,832
25636,961
25637,989
25638,1282
25639,1505
25640,918
25641,898
25642,859
25643,1846
25644,1035
25645,2041
25646,1133
25647,1183
25648,1031
25649,749
25650,911
25651,1058
25652,3002
25653,1370
25654,983
25655,1349
25656,654
25657,772
25658,881
25659,1157
25660,1035
25661,1659
25662,897
25663,879
25664,963
25665,1517
25666,1624
25667,1183
25668,921
25669,943
25670,2026
25671,825
25672,1874
25673,662
25674,1336
25675,915
25676,1123
25677,1449
25678,1001
25679,889
25680,969
25681,1301
25682,969
25683,1335
25684,2535
25685,1765
25686,1960
25687,1965
25688,2379
25689,983
25690,1127
25691,916
25692,1302
25693,1215
25694,1054
25695,1492
25696,1110
25697,1127
25698,1416
25699,1766
25700,624
25701,1579
25702,1295
25703,780
25704,608
25705,741
25706,991
25707,1365
25708,777
25709,870
25710,796
25711,989
25712,616
25713,906
25714,654
25715,881
25716,945
25717,1043
25718,1542
25719,945
25720,1515
25721,1412
25722,1523
25723,886
25724,1035
25725,1074
25726,992
25727,1569
25728,936
25729,732
25730,1013
25731,1161
25732,1040
25733,1104
25734,2215
25735,968
25736,1202
25737,980
25738,1823
25739,1808
25740,1214
25741,997
25742,1186
25743,1325
25744,935
25745,856
25746,799
25747,1205
25748,658
25749,1160
25750,1270
25751,605
25752,2939
25753,752
25754,1747
25755,1099
25756,1624
25757,944
25758,1036
25759,686
25760,1162
25761,1367
25762,908
25763,922
25764,726
25765,999
25766,972
25767,1417
25768,1791
25769,2142
25770,920
25771,1121
25772,730
25773,1386
25774,803
25775,932
25776,901
25777,728
25778,1828
25779,1238
25780,1180
25781,618
25782,1231
25783,1328
25784,1296
25785,916
25786,812
25787,1264
25788,1013
25789,1103
25790,1122
25791,855
25792,872
25793,696
25794,1054
25795,1648
25796,805
25797,1087
25798,1902
25799,1305
25800,963
25801,725
25802,1038
25803,1126
25804,657
25805,1058
25806,972
25807,1198
25808,1341
25809,808
25810,920
25811,746
25812,913
25813,1019
25814,831
25815,860
25816,778
25817,1019
25818,819
25819,954
25820,1754
25821,940
25822,1071
25823,1070
25824,943
25825,870
25826,1443
25827,882
25828,922
25829,703
25830,843
25831,1344
25832,1304
25833,902
25834,1705
25835,1666
25836,898
25837,1258
25838,1378
25839,1694
25840,1490
25841,676
25842,1689
25843,851
25844,746
25845,709
25846,1694
25847,897
25848,1169
25849,914
25850,1048
25851,1086
25852,810
25853,1041
25854,876
25855,814
25856,871
25857,1317
25858,2006
25859,1130
25860,806
25861,870
25862,1164
25863,863
25864,914
25865,1377
25866,1083
25867,743
25868,1164
25869,772
25870,714
25871,1261
25872,820
25873,904
25874,2242
25875,1870
25876,1000
25877,1149
25878,1764
25879,1147
25880,814
25881,717
25882,626
25883,688
25884,921
25885,1405
25886,700
25887,1487
25888,1032
25889,857
25890,1130
25891,767
25892,1071
25893,1473
25894,1194
25895,2615
25896,1232
25897,1116
25898,1384
25899,1317
25900,874
25901,1411
25902,1725
25903,1214
25904,1319
25905,1521
25906,1159
25907,1435
25908,975
25909,1443
25910,1338
25911,1043
25912,1118
25913,621
25914,1003
25915,1039
25916,1247
25917,793
25918,1793
25919,1658
25920,2044
25921,1012
25922,2021
25923,779
25924,812
25925,782
25926,802
25927,1785
25928,1513
25929,745
25930,873
25931,1195
25932,706
25933,715
25934,1883
25935,880
25936,2414
25937,1575
25938,1308
25939,885
25940,963
25941,1162
25942,821
25943,1267
25944,1123
25945,1114
25946,898
25947,1733
25948,975
25949,1027
25950,940
25951,1279
25952,857
25953,1213
25954,1609
25955,1354
25956,1204
25957,1466
25958,945
25959,1247
25960,1455
25961,1429
25962,1016
25963,983
25964,656
25965,924
25966,950
25967,1035
25968,776
25969,1182
25970,1135
25971,1561
25972,1403
25973,1163
25974,767
25975,1329
25976,1249
25977,1191
25978,1236
25979,1415
25980,1096
25981,1113
25982,957
25983,1262
25984,1019
25985,729
25986,1314
25987,827
25988,929
25989,1570
25990,1231
25991,765
25992,782
25993,2527
25994,780
25995,916
25996,1224
25997,782
25998,1254
25999,944
26000,1309
26001,1017
26002,823
26003,2236
26004,1228
26005,1471
26006,1191
26007,1063
26008,737
26009,667
26010,1502
26011,1164
26012,874
26013,700
26014,1173
26015,1498
26016,1036
26017,1004
26018,1105
26019,1312
26020,1035
26021,1486
26022,1055
26023,1053
26024,994
26025,1305
26026,1107
26027,1251
26028,1007
26029,1104
26030,678
26031,1201
26032,842
26033,1184
26034,1602
26035,1371
26036,2032
26037,749
26038,2060
26039,1553
26040,1262
26041,944
26042,773
26043,1026
26044,1165
26045,642
26046,766
26047,1428
26048,1142
26049,894
26050,813
26051,1247
26052,796
26053,1393
26054,2389
26055,771
26056,900
26057,782
26058,622
26059,1296
26060,1606
26061,836
26062,1036
26063,968
26064,836
26065,1889
26066,770
26067,1422
26068,1165
26069,1472
26070,1610
26071,1362
26072,1533
26073,852
26074,959
26075,1005
26076,805
26077,1410
26078,2744
26079,880
26080,1082
26081,1039
26082,1034
26083,836
26084,862
26085,873
26086,1259
26087,745
26088,968
26089,914
26090,1697
26091,886
26092,1322
26093,1205
26094,1182
26095,907
26096,1070
26097,1320
26098,1695
26099,878
26100,1018
26101,898
26102,909
26103,1356
26104,1983
26105,1627
26106,1567
26107,1037
26108,921
26109,1059
26110,1186
26111,904
26112,812
26113,749
26114,771
26115,1291
26116,934
26117,1458
26118,805
26119,625
26120,1267
26121,1340
26122,1001
26123,954
26124,1147
26125,797
26126,734
26127,821
26128,710
26129,814
26130,807
26131,1314
26132,1103
26133,1825
26134,809
26135,819
26136,1396
26137,1752
26138,1207
26139,1116
26140,730
26141,827
26142,1386
26143,780
26144,1228
26145,777
26146,1503
26147,708
26148,1081
26149,977
26150,1390
26151,1548
26152,1239
26153,896
26154,1791
26155,1089
26156,1344
26157,836
26158,972
26159,1598
26160,1018
26161,2216
26162,1110
26163,882
26164,1267
26165,867
26166,1909
26167,1473
26168,1581
26169,971
26170,902
26171,1230
26172,1628
26173,656
26174,1204
26175,853
26176,680
26177,975
26178,704
26179,1704
26180,1294
26181,685
26182,1393
26183,620
26184,779
26185,1357
26186,1158
26187,1465
26188,634
26189,920
26190,2017
26191,869
26192,1291
26193,965
26194,1156
26195,881
26196,1569
26197,2018
26198,1748
26199,1374
26200,1017
26201,1744
26202,913
26203,844
26204,644
26205,1187
26206,736
26207,1226
26208,1473
26209,1186
26210,1249
26211,1194
26212,922
26213,1000
26214,1217
26215,950
26216,814
26217,956
26218,1021
26219,739
26220,2059
26221,1398
26222,799
26223,981
26224,969
26225,753
26226,829
26227,1452
26228,1104
26229,1158
26230,1167
26231,1114
26232,722
26233,1179
26234,1178
26235,664
26236,688
26237,828
26238,1426
26239,1336
26240,1255
26241,1130
26242,1628
26243,800
26244,1006
26245,1069
26246,1671
26247,670
26248,747
26249,897
26250,1077
26251,834
26252,813
26253,968
26254,1509
26255,1087
26256,1166
26257,1133
26258,1468
26259,770
26260,1902
26261,1155
26262,931
26263,894
26264,1130
26265,1164
26266,1078
26267,860
26268,724
26269,733
26270,662
26271,1769
26272,1564
26273,647
26274,1345
26275,1152
26276,730
26277,1336
26278,936
26279,678
26280,1001
26281,655
26282,691
26283,1229
26284,1695
26285,1038
26286,1889
26287,1750
26288,1585
26289,1993
26290,886
26291,729
26292,820
26293,1022
26294,1283
26295,1307
26296,1450
26297,747
26298,774
26299,979
26300,751
26301,907
26302,1977
26303,1083
26304,1392
26305,922
26306,1088
26307,875
26308,959
26309,1496
26310,1903
26311,1140
26312,1186
26313,1471
26314,767
26315,714
26316,676
26317,1069
26318,737
26319,1094
26320,1543
26321,1243
26322,1593
26323,2290
26324,1113
26325,1653
26326,1125
26327,1373
26328,893
26329,1820
26330,1185
26331,1140
26332,836
26333,1163
26334,1126
26335,1394
26336,861
26337,1241
26338,1228
26339,794
26340,954
26341,813
26342,1685
26343,1178
26344,611
26345,1004
26346,786
26347,734
26348,796
26349,687
26350,1056
26351,922
26352,837
26353,1036
26354,1079
26355,657
26356,1146
26357,1183
26358,1339
26359,1177
26360,1140
26361,1094
26362,695
26363,846
26364,826
26365,922
26366,1005
26367,1192
26368,995
26369,822
26370,702
26371,1320
26372,1119
26373,942
26374,868
26375,854
26376,699
26377,712
26378,869
26379,1043
26380,1264
26381,1252
26382,1573
26383,1303
26384,750
26385,839
26386,1012
26387,1299
26388,649
26389,835
26390,950
26391,1578
26392,1094
26393,1240
26394,2040
26395,1246
26396,1684
26397,957
26398,1979
26399,1399
26400,1108
26401,775
26402,719
26403,1511
26404,1048
26405,1063
26406,1208
26407,1095
26408,1209
26409,880
26410,1264
26411,880
26412,944
26413,985
26414,861
26415,814
26416,2277
26417,891
26418,1023
26419,946
26420,691
26421,1419
26422,1030
26423,960
26424,1478
26425,1328
26426,1233
26427,1396
26428,2072
26429,1462
26430,1616
26431,1034
26432,1537
26433,857
26434,793
26435,808
26436,1206
26437,846
26438,865
26439,882
26440,1664
26441,875
26442,1197
26443,813
26444,769
26445,1146
26446,847
26447,1135
26448,838
26449,1241
26450,957
26451,793
26452,1007
26453,783
26454,1396
26455,921
26456,1300
26457,1028
26458,1563
26459,884
26460,742
26461,1502
26462,1369
26463,1112
26464,940
26465,822
26466,1063
26467,1429
26468,1138
26469,1359
26470,899
26471,971
26472,1445
26473,712
26474,1637
26475,1130
26476,1452
26477,954
26478,1515
26479,1130
26480,845
26481,675
26482,1034
26483,1414
26484,1013
26485,1052
26486,921
26487,911
26488,819
26489,1025
26490,1134
26491,996
26492,619
26493,637
26494,1246
26495,835
26496,1167
26497,1286
26498,1330
26499,742
26500,1181
26501,771
26502,1323
26503,1227
26504,1594
26505,1406
26506,990
26507,1244
26508,769
26509,1005
26510,1249
26511,802
26512,1344
26513,1409
26514,681
26515,1020
26516,855
26517,893
26518,1341
26519,857
26520,792
26521,2042
26522,1201
26523,1046
26524,1403
26525,1949
26526,2707
26527,1389
26528,954
26529,1028
26530,1118
26531,1292
26532,1370
26533,898
26534,1081
26535,1191
26536,1509
26537,1997
26538,1190
26539,1137
26540,1082
26541,761
26542,814
26543,1178
26544,1317
26545,1250
26546,761
26547,986
26548,889
26549,1152
26550,787
26551,825
26552,2085
26553,1710
26554,966
26555,1373
26556,1014
26557,1279
26558,961
26559,1007
26560,1259
26561,1360
26562,870
26563,1190
26564,693
26565,1527
26566,738
26567,1231
26568,2272
26569,795
26570,1004
26571,1538
26572,1551
26573,1734
26574,1023
26575,1170
26576,1492
26577,1073
26578,1680
26579,736
26580,1092
26581,1013
26582,1052
26583,1021
26584,1856
26585,1400
26586,906
26587,765
26588,889
26589,1082
26590,1405
26591,805
26592,736
26593,1362
26594,986
26595,883
26596,972
26597,1390
26598,1822
26599,1075
26600,820
26601,883
26602,1763
26603,697
26604,1516
26605,845
26606,1168
26607,1077
26608,1050
26609,1238
26610,1174
26611,794
26612,1239
26613,1022
26614,1519
26615,1483
26616,1439
26617,1182
26618,848
26619,1949
26620,1006
26621,699
26622,888
26623,883
26624,1022
26625,1300
26626,1346
26627,1099
26628,1555
26629,712
26630,1032
26631,1476
26632,781
26633,915
26634,647
26635,881
26636,779
26637,898
26638,2017
26639,1359
26640,789
26641,1288
26642,1182
26643,1600
26644,779
26645,993
26646,1948
26647,1027
26648,1221
26649,2036
26650,700
26651,899
26652,1508
26653,1445
26654,1200
26655,688
26656,678
26657,1099
26658,1265
26659,1112
26660,1513
26661,1132
26662,721
26663,865
26664,1313
26665,689
26666,1526
26667,2254
26668,895
26669,1314
26670,2560
26671,1656
26672,1431
26673,760
26674,833
26675,1909
26676,1485
26677,1011
26678,1303
26679,763
26680,865
26681,825
26682,1234
26683,1640
26684,709
26685,800
26686,936
26687,1182
26688,841
26689,1127
26690,1305
26691,1206
26692,778
26693,652
26694,886
26695,689
26696,1218
26697,933
26698,704
26699,626
26700,987
26701,848
26702,1284
26703,785
26704,1463
26705,1494
26706,820
26707,1049
26708,1599
26709,1222
26710,1272
26711,1925
26712,2337
26713,917
26714,1524
26715,1770
26716,1144
26717,850
26718,1049
26719,961
26720,997
26721,1424
26722,1182
26723,888
26724,1121
26725,870
26726,1268
26727,698
26728,1225
26729,1219
26730,1449
26731,802
26732,2038
26733,1247
26734,1160
26735,1152
26736,1141
26737,1399
26738,1631
26739,937
26740,822
26741,2060
26742,1092
26743,1467
26744,799
26745,1437
26746,1464
26747,767
26748,1319
26749,776
26750,1451
26751,836
26752,848
26753,1933
26754,884
26755,1504
26756,855
26757,1308
26758,1127
26759,1437
26760,1446
26761,1083
26762,2179
26763,856
26764,1916
26765,1208
26766,816
26767,950
26768,836
26769,1196
26770,1363
26771,841
26772,1204
26773,2041
26774,876
26775,783
26776,1632
26777,1199
26778,627
26779,1419
26780,1002
26781,1092
26782,1073
26783,1126
26784,1324
26785,872
26786,776
26787,1177
26788,793
26789,1152
26790,1210
26791,1495
26792,841
26793,813
26794,1208
26795,1004
26796,858
26797,1558
26798,1244
26799,993
26800,788
26801,1583
26802,1458
26803,1516
26804,1425
26805,962
26806,1427
26807,1186
26808,1167
26809,1141
26810,1502
26811,719
26812,872
26813,1297
26814,1318
26815,805
26816,1111
26817,853
26818,2556
26819,1128
26820,909
26821,1066
26822,1012
26823,727
26824,1128
26825,1477
26826,2373
26827,806
26828,1047
26829,699
26830,1086
26831,1322
26832,1535
26833,1038
26834,1090
26835,757
26836,862
26837,1174
26838,695
26839,937
26840,1117
26841,850
26842,903
26843,889
26844,1096
26845,725
26846,1073
26847,912
26848,791
26849,1098
26850,1129
26851,1065
26852,825
26853,1009
26854,1082
26855,839
26856,762
26857,822
26858,844
26859,776
26860,1879
26861,728
26862,834
26863,1184
26864,897
26865,1132
26866,1219
26867,1546
26868,1215
26869,717
26870,653
26871,830
26872,770
26873,870
26874,1156
26875,866
26876,2245
26877,1384
26878,1209
26879,1549
26880,881
26881,763
26882,997
26883,886
26884,864
26885,940
26886,735
26887,1136
26888,1651
26889,1608
26890,1027
26891,1053
26892,608
26893,805
26894,1116
26895,1160
26896,1414
26897,2306
26898,2417
26899,2327
26900,1079
26901,885
26902,1405
26903,677
26904,1026
26905,905
26906,692
26907,1103
26908,937
26909,925
26910,1683
26911,2543
26912,864
26913,1061
26914,1006
26915,668
26916,1630
26917,923
26918,1082
26919,763
26920,1145
26921,934
26922,994
26923,784
26924,1356
26925,732
26926,1414
26927,1148
26928,772
26929,1090
26930,726
26931,1252
26932,1156
26933,1042
26934,891
26935,1285
26936,1195
26937,625
26938,977
26939,1106
26940,1110
26941,982
26942,706
26943,1938
26944,2408
26945,2126
26946,1314
26947,2081
26948,858
26949,1099
26950,960
26951,949
26952,1111
26953,893
26954,776
26955,641
26956,1460
26957,1478
26958,894
26959,1106
26960,697
26961,1837
26962,988
26963,1079
26964,1720
26965,898
26966,1887
26967,1256
26968,951
26969,807
26970,813
26971,1204
26972,956
26973,799
26974,1483
26975,1849
26976,1105
26977,657
26978,809
26979,836
26980,1173
26981,1303
26982,1561
26983,860
26984,882
26985,1270
26986,945
26987,1099
26988,1293
26989,714
26990,1236
26991,1074
26992,1653
26993,1587
26994,984
26995,1183
26996,834
26997,662
26998,1164
26999,1158
27000,677
27001,898
27002,1492
27003,1243
27004,887
27005,766
27006,1176
27007,1457
27008,1065
27009,710
27010,1783
27011,889
27012,1185
27013,975
27014,1013
27015,752
27016,1460
27017,715
27018,1124
27019,1709
27020,749
27021,816
27022,1322
27023,1531
27024,777
27025,1285
27026,1376
27027,925
27028,754
27029,1052
27030,1674
27031,1027
27032,941
27033,905
27034,1036
27035,1196
27036,686
27037,937
27038,864
27039,968
27040,993
27041,1593
27042,1184
27043,984
27044,1030
27045,1068
27046,1222
27047,780
27048,871
27049,1005
27050,796
27051,829
27052,751
27053,1707
27054,1142
27055,1002
27056,1303
27057,684
27058,916
27059,1074
27060,1203
27061,1106
27062,1246
27063,1562
27064,1112
27065,1128
27066,854
27067,1476
27068,953
27069,1011
27070,1144
27071,953
27072,919
27073,1446
27074,1201
27075,1676
27076,883
27077,968
27078,1078
27079,974
27080,1038
27081,807
27082,1255
27083,933
27084,922
27085,1157
27086,1065
27087,1378
27088,1010
27089,1328
27090,1298
27091,691
27092,928
27093,847
27094,1465
27095,1165
27096,995
27097,1205
27098,696
27099,1574
27100,855
27101,1658
27102,739
27103,1527
27104,797
27105,1226
27106,839
27107,891
27108,1310
27109,858
27110,1037
27111,1048
27112,856
27113,1384
27114,1504
27115,1174
27116,1539
27117,1232
27118,1213
27119,616
27120,1182
27121,1649
27122,808
27123,1701
27124,1268
27125,936
27126,1094
27127,670
27128,856
27129,1275
27130,1236
27131,739
27132,921
27133,607
27134,722
27135,811
27136,1478
27137,791
27138,962
27139,2088
27140,934
27141,662
27142,1308
27143,1425
27144,1221
27145,766
27146,782
27147,1237
27148,1093
27149,1136
27150,1265
27151,1013
27152,1196
27153,1315
27154,1085
27155,681
27156,1671
27157,775
27158,1074
27159,883
27160,925
27161,1324
27162,1341
27163,1644
27164,1112
27165,793
27166,1717
27167,1457
27168,2139
27169,1232
27170,936
27171,1070
27172,636
27173,1229
27174,1289
27175,965
27176,697
27177,1135
27178,1185
27179,857
27180,875
27181,2210
27182,853
27183,947
27184,652
27185,827
27186,905
27187,1000
27188,1635
27189,755
27190,2399
27191,1052
27192,1914
27193,784
27194,927
27195,1521
27196,1623
27197,1040
27198,764
27199,1597
27200,1406
27201,949
27202,1571
27203,1788
27204,748
27205,742
27206,1517
27207,1196
27208,1412
27209,759
27210,1846
27211,858
27212,1460
27213,1576
27214,916
27215,2019
27216,808
27217,1175
27218,610
27219,1063
27220,1058
27221,894
27222,1121
27223,845
27224,1074
27225,1851
27226,798
27227,1692
27228,818
27229,1161
27230,953
27231,1065
27232,679
27233,1391
27234,1390
27235,954
27236,996
